,state_abv,county,pct_diff
1728,NE,Polk County,-0.23
1729,NE,Red Willow County,-0.67
1730,NE,Richardson County,-0.53
1731,NE,Rock County,2.42
1732,NE,Saline County,0.05
1733,NE,Sarpy County,1.76
1734,NE,Saunders County,1.23
1735,NE,Scotts Bluff County,-0.20
1736,NE,Seward County,0.26
1737,NE,Sheridan County,-1.56
1738,NE,Sherman County,-0.77
1739,NE,Sioux County,2.40
1740,NE,Stanton County,1.58
1741,NE,Thayer County,-0.52
1742,NE,Thomas County,1.80
1743,NE,Thurston County,0.03
1744,NE,Valley County,-1.13
1745,NE,Washington County,-0.07
1746,NE,Wayne County,-0.25
1747,NE,Webster County,0.36
1748,NE,Wheeler County,-0.90
1749,NE,York County,0.31
1750,NV,Churchill County,0.02
1751,NV,Clark County,0.60
1752,NV,Douglas County,-0.24
1753,NV,Elko County,0.58
1754,NV,Esmeralda County,-1.47
1755,NV,Eureka County,2.90
1756,NV,Humboldt County,-0.93
1757,NV,Lander County,0.14
1758,NV,Lincoln County,0.27
1759,NV,Lyon County,1.55
1760,NV,Mineral County,-0.20
1761,NV,Nye County,1.74
1762,NV,Pershing County,-1.33
1763,NV,Storey County,0.29
1764,NV,Washoe County,0.21
1765,NV,White Pine County,-2.56
1766,NV,Carson City,-0.05
1767,NH,Belknap County,0.50
1768,NH,Carroll County,0.56
1769,NH,Cheshire County,0.31
1770,NH,Coos County,-0.33
1771,NH,Grafton County,0.02
1772,NH,Hillsborough County,-0.03
1773,NH,Merrimack County,0.41
1774,NH,Rockingham County,0.33
1775,NH,Strafford County,0.51
1776,NH,Sullivan County,0.12
1777,NJ,Atlantic County,-0.06
1778,NJ,Bergen County,0.44
1779,NJ,Burlington County,0.66
1780,NJ,Camden County,0.49
1781,NJ,Cape May County,-0.83
1782,NJ,Cumberland County,0.65
1783,NJ,Essex County,0.16
1784,NJ,Gloucester County,0.54
1785,NJ,Hudson County,0.44
1786,NJ,Hunterdon County,0.29
1787,NJ,Mercer County,0.23
1788,NJ,Middlesex County,0.29
1789,NJ,Monmouth County,-0.22
1790,NJ,Morris County,0.63
1791,NJ,Ocean County,0.54
1792,NJ,Passaic County,-0.05
1793,NJ,Salem County,0.28
1794,NJ,Somerset County,0.52
1795,NJ,Sussex County,0.38
1796,NJ,Union County,0.40
1797,NJ,Warren County,0.31
1798,NM,Bernalillo County,-0.20
1799,NM,Catron County,0.84
1800,NM,Chaves County,-0.52
1801,NM,Cibola County,-0.34
1802,NM,Colfax County,-0.14
1803,NM,Curry County,-0.44
1804,NM,De Baca County,-2.07
1805,NM,Doña Ana County,0.75
1806,NM,Eddy County,0.12
1807,NM,Grant County,-0.80
1808,NM,Guadalupe County,-0.56
1809,NM,Harding County,0.48
1810,NM,Hidalgo County,-1.15
1811,NM,Lea County,-0.33
1812,NM,Lincoln County,-1.54
1813,NM,Los Alamos County,0.89
1814,NM,Luna County,-1.47
1815,NM,McKinley County,-1.62
1816,NM,Mora County,-0.58
1817,NM,Otero County,0.46
1818,NM,Quay County,-0.22
1819,NM,Rio Arriba County,-0.29
1820,NM,Roosevelt County,-0.38
1821,NM,Sandoval County,1.52
1822,NM,San Juan County,0.09
1823,NM,San Miguel County,-0.87
1824,NM,Santa Fe County,0.13
1825,NM,Sierra County,0.12
1826,NM,Socorro County,-0.92
1827,NM,Taos County,-0.53
1828,NM,Torrance County,1.63
1829,NM,Union County,-0.45
1830,NM,Valencia County,1.20
1831,NY,Albany County,0.23
1832,NY,Allegany County,-0.16
1833,NY,Bronx County,-1.83
1834,NY,Broome County,-0.60
1835,NY,Cattaraugus County,-0.59
1836,NY,Cayuga County,-0.26
1837,NY,Chautauqua County,-0.36
1838,NY,Chemung County,-0.39
1839,NY,Chenango County,-0.89
1840,NY,Clinton County,0.10
1841,NY,Columbia County,-1.04
1842,NY,Cortland County,-0.71
1843,NY,Delaware County,-0.81
1844,NY,Dutchess County,-0.15
1845,NY,Erie County,-0.24
1846,NY,Essex County,0.03
1847,NY,Franklin County,0.23
1848,NY,Fulton County,-0.04
1849,NY,Genesee County,0.23
1850,NY,Greene County,-0.60
1851,NY,Hamilton County,-0.76
1852,NY,Herkimer County,-0.17
1853,NY,Jefferson County,-0.58
1854,NY,Kings County,-1.09
1855,NY,Lewis County,-0.18
1856,NY,Livingston County,-0.30
1857,NY,Madison County,-0.20
1858,NY,Monroe County,-0.32
1859,NY,Montgomery County,0.07
1860,NY,Nassau County,-0.26
1861,NY,New York County,0.18
1862,NY,Niagara County,-0.48
1863,NY,Oneida County,-0.35
1864,NY,Onondaga County,-0.39
1865,NY,Ontario County,0.01
1866,NY,Orange County,0.24
1867,NY,Orleans County,-0.10
1868,NY,Oswego County,-0.07
1869,NY,Otsego County,-0.47
1870,NY,Putnam County,-0.26
1871,NY,Queens County,-1.16
1872,NY,Rensselaer County,-0.07
1873,NY,Richmond County,-0.14
1874,NY,Rockland County,0.13
1875,NY,St. Lawrence County,-0.14
1876,NY,Saratoga County,0.10
1877,NY,Schenectady County,0.13
1878,NY,Schoharie County,0.05
1879,NY,Schuyler County,-0.58
1880,NY,Seneca County,-0.73
1881,NY,Steuben County,-0.37
1882,NY,Suffolk County,-0.31
1883,NY,Sullivan County,0.23
1884,NY,Tioga County,-0.11
1885,NY,Tompkins County,-0.71
1886,NY,Ulster County,0.01
1887,NY,Warren County,-0.07
1888,NY,Washington County,-1.25
1889,NY,Wayne County,-0.14
1890,NY,Westchester County,-0.09
1891,NY,Wyoming County,-0.17
1892,NY,Yates County,-0.12
1893,NC,Alamance County,1.44
1894,NC,Alexander County,0.43
1895,NC,Alleghany County,1.33
1896,NC,Anson County,-0.28
1897,NC,Ashe County,0.00
1898,NC,Avery County,0.11
1899,NC,Beaufort County,0.18
1900,NC,Bertie County,-0.86
1901,NC,Bladen County,0.32
1902,NC,Brunswick County,4.61
1903,NC,Buncombe County,0.77
1904,NC,Burke County,0.42
1905,NC,Cabarrus County,1.74
1906,NC,Caldwell County,0.28
1907,NC,Camden County,0.42
1908,NC,Carteret County,0.42
1909,NC,Caswell County,1.68
1910,NC,Catawba County,0.91
1911,NC,Chatham County,2.11
1912,NC,Cherokee County,1.70
1913,NC,Chowan County,-0.05
1914,NC,Clay County,2.14
1915,NC,Cleveland County,0.72
1916,NC,Columbus County,0.09
1917,NC,Craven County,1.29
1918,NC,Cumberland County,0.33
1919,NC,Currituck County,1.89
1920,NC,Dare County,0.32
1921,NC,Davidson County,1.41
1922,NC,Davie County,1.10
1923,NC,Duplin County,1.20
1924,NC,Durham County,1.08
1925,NC,Edgecombe County,0.92
1926,NC,Forsyth County,0.84
1927,NC,Franklin County,3.50
1928,NC,Gaston County,1.40
1929,NC,Gates County,-0.26
1930,NC,Graham County,0.25
1931,NC,Granville County,0.79
1932,NC,Greene County,0.80
1933,NC,Guilford County,0.62
1934,NC,Halifax County,-0.87
1935,NC,Harnett County,2.17
1936,NC,Haywood County,0.57
1937,NC,Henderson County,0.79
1938,NC,Hertford County,-0.92
1939,NC,Hoke County,1.41
1940,NC,Hyde County,-1.05
1941,NC,Iredell County,1.96
1942,NC,Jackson County,1.48
1943,NC,Johnston County,3.00
1944,NC,Jones County,1.97
1945,NC,Lee County,2.31
1946,NC,Lenoir County,0.73
1947,NC,Lincoln County,2.76
1948,NC,McDowell County,0.31
1949,NC,Macon County,1.17
1950,NC,Madison County,0.87
1951,NC,Martin County,-0.14
1952,NC,Mecklenburg County,1.72
1953,NC,Mitchell County,-0.33
1954,NC,Montgomery County,0.94
1955,NC,Moore County,1.33
1956,NC,Nash County,0.76
1957,NC,New Hanover County,1.30
1958,NC,Northampton County,-0.67
1959,NC,Onslow County,2.22
1960,NC,Orange County,0.25
1961,NC,Pamlico County,1.54
1962,NC,Pasquotank County,0.67
1963,NC,Pender County,4.30
1964,NC,Perquimans County,1.18
1965,NC,Person County,1.00
1966,NC,Pitt County,0.87
1967,NC,Polk County,0.24
1968,NC,Randolph County,0.86
1969,NC,Richmond County,-0.58
1970,NC,Robeson County,0.77
1971,NC,Rockingham County,0.60
1972,NC,Rowan County,1.33
1973,NC,Rutherford County,0.87
1974,NC,Sampson County,0.97
1975,NC,Scotland County,0.08
1976,NC,Stanly County,2.29
1977,NC,Stokes County,0.88
1978,NC,Surry County,-0.03
1979,NC,Swain County,-0.14
1980,NC,Transylvania County,0.53
1981,NC,Tyrrell County,-0.35
1982,NC,Union County,2.92
1983,NC,Vance County,0.35
1984,NC,Wake County,1.67
1985,NC,Warren County,0.85
1986,NC,Washington County,-0.58
1987,NC,Watauga County,-0.48
1988,NC,Wayne County,1.05
1989,NC,Wilkes County,0.34
1990,NC,Wilson County,0.85
1991,NC,Yadkin County,0.71
1992,NC,Yancey County,0.91
1993,ND,Adams County,1.41
1994,ND,Barnes County,-0.33
1995,ND,Benson County,-0.47
1996,ND,Billings County,0.88
1997,ND,Bottineau County,-0.55
1998,ND,Bowman County,-1.10
1999,ND,Burke County,0.09
2000,ND,Burleigh County,0.62
2001,ND,Cass County,1.89
2002,ND,Cavalier County,-0.33
2003,ND,Dickey County,-0.57
2004,ND,Divide County,-1.57
2005,ND,Dunn County,0.63
2006,ND,Eddy County,-1.91
2007,ND,Emmons County,-0.92
2008,ND,Foster County,-2.10
2009,ND,Golden Valley County,-0.17
2010,ND,Grand Forks County,0.40
2011,ND,Grant County,-1.03
2012,ND,Griggs County,-0.04
2013,ND,Hettinger County,0.17
2014,ND,Kidder County,-1.64
2015,ND,LaMoure County,0.49
2016,ND,Logan County,1.69
2017,ND,McHenry County,-1.23
2018,ND,McIntosh County,-0.28
2019,ND,McKenzie County,2.61
2020,ND,McLean County,-0.26
2021,ND,Mercer County,-0.22
2022,ND,Morton County,0.56
2023,ND,Mountrail County,1.54
2024,ND,Nelson County,-0.27
2025,ND,Oliver County,0.91
2026,ND,Pembina County,-1.25
2027,ND,Pierce County,-0.74
2028,ND,Ramsey County,-0.46
2029,ND,Ransom County,-0.78
2030,ND,Renville County,1.29
2031,ND,Richland County,-0.10
2032,ND,Rolette County,-1.17
2033,ND,Sargent County,-0.74
2034,ND,Sheridan County,-1.56
2035,ND,Sioux County,-1.17
2036,ND,Slope County,-1.17
2037,ND,Stark County,0.86
2038,ND,Steele County,-0.61
2039,ND,Stutsman County,-0.39
2040,ND,Towner County,-1.46
2041,ND,Traill County,-0.59
2042,ND,Walsh County,-1.48
2043,ND,Ward County,-0.66
2044,ND,Wells County,-1.17
2045,ND,Williams County,3.02
2046,OH,Adams County,0.23
2047,OH,Allen County,-0.26
2048,OH,Ashland County,0.32
2049,OH,Ashtabula County,-0.12
2050,OH,Athens County,3.00
2051,OH,Auglaize County,0.23
2052,OH,Belmont County,-0.88
2053,OH,Brown County,0.18
2054,OH,Butler County,0.85
2055,OH,Carroll County,0.27
2056,OH,Champaign County,0.26
2057,OH,Clark County,-0.09
2058,OH,Clermont County,0.61
2059,OH,Clinton County,0.11
2060,OH,Columbiana County,-0.38
2061,OH,Coshocton County,0.69
2062,OH,Crawford County,0.05
2063,OH,Cuyahoga County,-0.32
2064,OH,Darke County,-0.22
2065,OH,Defiance County,0.49
2066,OH,Delaware County,2.26
2067,OH,Erie County,-0.64
2068,OH,Fairfield County,1.48
2069,OH,Fayette County,-0.05
2070,OH,Franklin County,0.33
2071,OH,Fulton County,-0.36
2072,OH,Gallia County,-0.15
2073,OH,Geauga County,-0.09
2074,OH,Greene County,0.39
2075,OH,Guernsey County,0.08
2076,OH,Hamilton County,0.28
2077,OH,Hancock County,-0.09
2078,OH,Hardin County,-0.08
2079,OH,Harrison County,-1.34
2080,OH,Henry County,-0.02
2081,OH,Highland County,0.43
2082,OH,Hocking County,-1.00
2083,OH,Holmes County,0.02
2084,OH,Huron County,-0.03
2085,OH,Jackson County,-0.02
2086,OH,Jefferson County,-0.38
2087,OH,Knox County,0.20
2088,OH,Lake County,-0.04
2089,OH,Lawrence County,-0.80
2090,OH,Licking County,0.79
2091,OH,Logan County,-0.01
2092,OH,Lorain County,0.59
2093,OH,Lucas County,-0.29
2094,OH,Madison County,2.34
2095,OH,Mahoning County,-0.14
2096,OH,Marion County,0.37
2097,OH,Medina County,0.30
2098,OH,Meigs County,-0.88
2099,OH,Mercer County,0.04
2100,OH,Miami County,0.60
2101,OH,Monroe County,-0.47
2102,OH,Montgomery County,0.06
2103,OH,Morgan County,-0.17
2104,OH,Morrow County,0.73
2105,OH,Muskingum County,0.22
2106,OH,Noble County,-0.10
2107,OH,Ottawa County,-0.41
2108,OH,Paulding County,-0.30
2109,OH,Perry County,0.23
2110,OH,Pickaway County,1.80
2111,OH,Pike County,-0.04
2112,OH,Portage County,0.57
2113,OH,Preble County,-0.04
2114,OH,Putnam County,-0.38
2115,OH,Richland County,-0.16
2116,OH,Ross County,-0.01
2117,OH,Sandusky County,0.24
2118,OH,Scioto County,-0.30
2119,OH,Seneca County,-0.01
2120,OH,Shelby County,0.17
2121,OH,Stark County,-0.02
2122,OH,Summit County,-0.01
2123,OH,Trumbull County,-0.18
2124,OH,Tuscarawas County,-0.11
2125,OH,Union County,4.13
2126,OH,Van Wert County,-0.35
2127,OH,Vinton County,-0.82
2128,OH,Warren County,0.97
2129,OH,Washington County,-0.49
2130,OH,Wayne County,-0.04
2131,OH,Williams County,-0.16
2132,OH,Wood County,0.77
2133,OH,Wyandot County,-0.44
2134,OK,Adair County,0.57
2135,OK,Alfalfa County,-0.28
2136,OK,Atoka County,1.38
2137,OK,Beaver County,-0.02
2138,OK,Beckham County,0.30
2139,OK,Blaine County,1.11
2140,OK,Bryan County,1.93
2141,OK,Caddo County,-0.09
2142,OK,Canadian County,3.88
2143,OK,Carter County,0.54
2144,OK,Cherokee County,0.23
2145,OK,Choctaw County,-0.91
2146,OK,Cimarron County,-1.88
2147,OK,Cleveland County,0.57
2148,OK,Coal County,-0.47
2149,OK,Comanche County,-0.53
2150,OK,Cotton County,-0.40
2151,OK,Craig County,2.24
2152,OK,Creek County,0.89
2153,OK,Custer County,0.81
2154,OK,Delaware County,0.54
2155,OK,Dewey County,-2.68
2156,OK,Ellis County,-0.95
2157,OK,Garfield County,0.12
2158,OK,Garvin County,0.36
2159,OK,Grady County,1.28
2160,OK,Grant County,-0.95
2161,OK,Greer County,-1.44
2162,OK,Harmon County,-0.99
2163,OK,Harper County,0.79
2164,OK,Haskell County,1.41
2165,OK,Hughes County,0.01
2166,OK,Jackson County,0.04
2167,OK,Jefferson County,-1.13
2168,OK,Johnston County,-1.26
2169,OK,Kay County,-0.22
2170,OK,Kingfisher County,1.66
2171,OK,Kiowa County,-0.97
2172,OK,Latimer County,-0.31
2173,OK,Le Flore County,1.21
2174,OK,Lincoln County,1.25
2175,OK,Logan County,2.13
2176,OK,Love County,1.20
2177,OK,McClain County,3.66
2178,OK,McCurtain County,-0.37
2179,OK,McIntosh County,1.03
2180,OK,Major County,0.60
2181,OK,Marshall County,0.31
2182,OK,Mayes County,0.81
2183,OK,Murray County,0.53
2184,OK,Muskogee County,0.56
2185,OK,Noble County,-0.12
2186,OK,Nowata County,0.27
2187,OK,Okfuskee County,0.65
2188,OK,Oklahoma County,0.72
2189,OK,Okmulgee County,0.06
2190,OK,Osage County,0.61
2191,OK,Ottawa County,-0.14
2192,OK,Pawnee County,1.17
2193,OK,Payne County,0.79
2194,OK,Pittsburg County,0.01
2195,OK,Pontotoc County,0.96
2196,OK,Pottawatomie County,0.60
2197,OK,Pushmataha County,0.85
2198,OK,Roger Mills County,-1.26
2199,OK,Rogers County,1.20
2200,OK,Seminole County,0.43
2201,OK,Sequoyah County,1.23
2202,OK,Stephens County,0.91
2203,OK,Texas County,-0.65
2204,OK,Tillman County,-1.46
2205,OK,Tulsa County,0.86
2206,OK,Wagoner County,2.98
2207,OK,Washington County,0.88
2208,OK,Washita County,0.00
2209,OK,Woods County,-0.44
2210,OK,Woodward County,-0.34
2211,OR,Baker County,-0.15
2212,OR,Benton County,0.05
2213,OR,Clackamas County,0.01
2214,OR,Clatsop County,-1.32
2215,OR,Columbia County,0.51
2216,OR,Coos County,-1.10
2217,OR,Crook County,2.18
2218,OR,Curry County,-1.34
2219,OR,Deschutes County,0.98
2220,OR,Douglas County,0.13
2221,OR,Gilliam County,0.90
2222,OR,Grant County,-0.14
2223,OR,Harney County,-1.22
2224,OR,Hood River County,-1.21
2225,OR,Jackson County,-0.41
2226,OR,Jefferson County,0.51
2227,OR,Josephine County,0.02
2228,OR,Klamath County,-0.27
2229,OR,Lake County,-0.96
2230,OR,Lane County,-0.26
2231,OR,Lincoln County,0.14
2232,OR,Linn County,0.67
2233,OR,Malheur County,0.58
2234,OR,Marion County,0.01
2235,OR,Morrow County,0.08
2236,OR,Multnomah County,-0.61
2237,OR,Polk County,0.24
2238,OR,Sherman County,0.21
2239,OR,Tillamook County,-0.38
2240,OR,Umatilla County,-0.26
2241,OR,Union County,-0.84
2242,OR,Wallowa County,0.31
2243,OR,Wasco County,-0.84
2244,OR,Washington County,-0.20
2245,OR,Wheeler County,0.07
2246,OR,Yamhill County,0.26
2247,PA,Adams County,0.74
2248,PA,Allegheny County,-0.63
2249,PA,Armstrong County,-0.97
2250,PA,Beaver County,-0.06
2251,PA,Bedford County,-0.15
2252,PA,Berks County,0.29
2253,PA,Blair County,-0.38
2254,PA,Bradford County,-0.27
2255,PA,Bucks County,0.07
2256,PA,Butler County,0.53
2257,PA,Cambria County,-0.58
2258,PA,Cameron County,-0.59
2259,PA,Carbon County,-0.05
2260,PA,Centre County,0.17
2261,PA,Chester County,0.58
2262,PA,Clarion County,-0.69
2263,PA,Clearfield County,-0.94
2264,PA,Clinton County,-0.45
2265,PA,Columbia County,0.23
2266,PA,Crawford County,-0.49
2267,PA,Cumberland County,0.82
2268,PA,Dauphin County,0.19
2269,PA,Delaware County,0.15
2270,PA,Elk County,-0.88
2271,PA,Erie County,-0.47
2272,PA,Fayette County,-1.16
2273,PA,Forest County,-2.33
2274,PA,Franklin County,0.58
2275,PA,Fulton County,-0.59
2276,PA,Greene County,-0.50
2277,PA,Huntingdon County,0.50
2278,PA,Indiana County,0.04
2279,PA,Jefferson County,-0.27
2280,PA,Juniata County,-0.16
2281,PA,Lackawanna County,0.17
2282,PA,Lancaster County,0.35
2283,PA,Lawrence County,-0.40
2284,PA,Lebanon County,0.24
2285,PA,Lehigh County,0.39
2286,PA,Luzerne County,0.27
2287,PA,Lycoming County,-0.27
2288,PA,McKean County,-0.75
2289,PA,Mercer County,-0.58
2290,PA,Mifflin County,-0.13
2291,PA,Monroe County,-0.83
2292,PA,Montgomery County,0.43
2293,PA,Montour County,-1.07
2294,PA,Northampton County,0.37
2295,PA,Northumberland County,0.00
2296,PA,Perry County,-0.07
2297,PA,Philadelphia County,-1.04
2298,PA,Pike County,1.11
2299,PA,Potter County,-1.28
2300,PA,Schuylkill County,0.42
2301,PA,Snyder County,0.53
2302,PA,Somerset County,-0.59
2303,PA,Sullivan County,-0.19
2304,PA,Susquehanna County,-0.08
2305,PA,Tioga County,-0.31
2306,PA,Union County,-1.52
2307,PA,Venango County,-0.61
2308,PA,Warren County,-0.65
2309,PA,Washington County,0.14
2310,PA,Wayne County,0.35
2311,PA,Westmoreland County,-0.24
2312,PA,Wyoming County,-0.47
2313,PA,York County,0.78
2314,RI,Bristol County,-0.10
2315,RI,Kent County,0.08
2316,RI,Newport County,-1.05
2317,RI,Providence County,0.49
2318,RI,Washington County,-0.21
2319,SC,Abbeville County,0.39
2320,SC,Aiken County,1.67
2321,SC,Allendale County,-0.66
2322,SC,Anderson County,1.63
2323,SC,Bamberg County,0.19
2324,SC,Barnwell County,-0.12
2325,SC,Beaufort County,1.44
2326,SC,Berkeley County,4.19
2327,SC,Calhoun County,-0.08
2328,SC,Charleston County,1.20
2329,SC,Cherokee County,1.06
2330,SC,Chester County,0.73
2331,SC,Chesterfield County,0.66
2332,SC,Clarendon County,0.25
2333,SC,Colleton County,0.76
2334,SC,Darlington County,-0.03
2335,SC,Dillon County,-0.18
2336,SC,Dorchester County,2.28
2337,SC,Edgefield County,2.40
2338,SC,Fairfield County,-0.14
2339,SC,Florence County,0.35
2340,SC,Georgetown County,1.64
2341,SC,Greenville County,1.86
2342,SC,Greenwood County,0.34
2343,SC,Hampton County,-0.08
2344,SC,Horry County,3.74
2345,SC,Jasper County,4.87
2346,SC,Kershaw County,3.03
2347,SC,Lancaster County,3.33
2348,SC,Laurens County,1.36
2349,SC,Lee County,-1.20
2350,SC,Lexington County,1.45
2351,SC,McCormick County,2.05
2352,SC,Marion County,0.13
2353,SC,Marlboro County,-1.16
2354,SC,Newberry County,1.33
2355,SC,Oconee County,1.32
2356,SC,Orangeburg County,-0.34
2357,SC,Pickens County,1.52
2358,SC,Richland County,0.86
2359,SC,Saluda County,0.73
2360,SC,Spartanburg County,3.11
2361,SC,Sumter County,0.22
2362,SC,Union County,-0.41
2363,SC,Williamsburg County,-0.74
2364,SC,York County,1.40
2365,SD,Aurora County,0.72
2366,SD,Beadle County,0.53
2367,SD,Bennett County,-0.84
2368,SD,Bon Homme County,0.01
2369,SD,Brookings County,1.38
2370,SD,Brown County,-0.44
2371,SD,Brule County,0.19
2372,SD,Buffalo County,1.62
2373,SD,Butte County,0.68
2374,SD,Campbell County,-1.11
2375,SD,Charles Mix County,0.09
2376,SD,Clark County,0.64
2377,SD,Clay County,0.85
2378,SD,Codington County,0.82
2379,SD,Corson County,-0.92
2380,SD,Custer County,1.06
2381,SD,Davison County,0.08
2382,SD,Day County,-0.44
2383,SD,Deuel County,-0.16
2384,SD,Dewey County,1.28
2385,SD,Douglas County,1.83
2386,SD,Edmunds County,-0.34
2387,SD,Fall River County,-0.05
2388,SD,Faulk County,1.37
2389,SD,Grant County,0.90
2390,SD,Gregory County,0.48
2391,SD,Haakon County,0.93
2392,SD,Hamlin County,0.89
2393,SD,Hand County,-0.16
2394,SD,Hanson County,-0.23
2395,SD,Harding County,-1.12
2396,SD,Hughes County,-0.32
2397,SD,Hutchinson County,0.58
2398,SD,Hyde County,-1.08
2399,SD,Jackson County,-1.98
2400,SD,Jerauld County,-0.12
2401,SD,Jones County,-2.29
2402,SD,Kingsbury County,-0.06
2403,SD,Lake County,0.83
2404,SD,Lawrence County,2.98
2405,SD,Lincoln County,3.12
2406,SD,Lyman County,0.00
2407,SD,McCook County,0.71
2408,SD,McPherson County,-2.59
2409,SD,Marshall County,0.62
2410,SD,Meade County,0.82
2411,SD,Mellette County,-1.17
2412,SD,Miner County,-0.22
2413,SD,Minnehaha County,1.51
2414,SD,Moody County,1.07
2415,SD,Oglala Lakota County,-0.55
2416,SD,Pennington County,1.40
2417,SD,Perkins County,0.89
2418,SD,Potter County,-1.35
2419,SD,Roberts County,0.66
2420,SD,Sanborn County,-0.17
2421,SD,Spink County,-1.00
2422,SD,Stanley County,0.86
2423,SD,Sully County,0.81
2424,SD,Todd County,-0.37
2425,SD,Tripp County,0.75
2426,SD,Turner County,1.56
2427,SD,Union County,0.70
2428,SD,Walworth County,-0.32
2429,SD,Yankton County,0.45
2430,SD,Ziebach County,-3.01
2431,TN,Anderson County,1.65
2432,TN,Bedford County,2.10
2433,TN,Benton County,0.68
2434,TN,Bledsoe County,1.59
2435,TN,Blount County,1.18
2436,TN,Bradley County,0.94
2437,TN,Campbell County,1.67
2438,TN,Cannon County,1.73
2439,TN,Carroll County,1.56
2440,TN,Carter County,0.95
2441,TN,Cheatham County,1.17
2442,TN,Chester County,0.27
2443,TN,Claiborne County,0.92
2444,TN,Clay County,0.76
2445,TN,Cocke County,1.51
2446,TN,Coffee County,1.43
2447,TN,Crockett County,0.87
2448,TN,Cumberland County,2.01
2449,TN,Davidson County,0.70
2450,TN,Decatur County,0.93
2451,TN,DeKalb County,1.06
2452,TN,Dickson County,1.80
2453,TN,Dyer County,0.16
2454,TN,Fayette County,1.93
2455,TN,Fentress County,1.87
2456,TN,Franklin County,1.21
2457,TN,Gibson County,0.43
2458,TN,Giles County,0.59
2459,TN,Grainger County,2.05
2460,TN,Greene County,1.80
2461,TN,Grundy County,1.28
2462,TN,Hamblen County,1.61
2463,TN,Hamilton County,1.40
2464,TN,Hancock County,1.61
2465,TN,Hardeman County,0.22
2466,TN,Hardin County,0.61
2467,TN,Hawkins County,1.20
2468,TN,Haywood County,-1.08
2469,TN,Henderson County,0.58
2470,TN,Henry County,0.53
2471,TN,Hickman County,1.35
2472,TN,Houston County,1.77
2473,TN,Humphreys County,0.98
2474,TN,Jackson County,2.90
2475,TN,Jefferson County,2.08
2476,TN,Johnson County,1.82
2477,TN,Knox County,1.07
2478,TN,Lake County,-2.35
2479,TN,Lauderdale County,-0.53
2480,TN,Lawrence County,1.34
2481,TN,Lewis County,1.19
2482,TN,Lincoln County,0.45
2483,TN,Loudon County,4.03
2484,TN,McMinn County,1.80
2485,TN,McNairy County,0.65
2486,TN,Macon County,2.21
2487,TN,Madison County,0.02
2488,TN,Marion County,1.14
2489,TN,Marshall County,3.08
2490,TN,Maury County,2.56
2491,TN,Meigs County,3.27
2492,TN,Monroe County,1.92
2493,TN,Montgomery County,2.12
2494,TN,Moore County,0.48
2495,TN,Morgan County,1.73
2496,TN,Obion County,0.12
2497,TN,Overton County,1.45
2498,TN,Perry County,2.14
2499,TN,Pickett County,0.49
2500,TN,Polk County,1.43
2501,TN,Putnam County,1.67
2502,TN,Rhea County,0.70
2503,TN,Roane County,1.75
2504,TN,Robertson County,1.83
2505,TN,Rutherford County,1.78
2506,TN,Scott County,0.78
2507,TN,Sequatchie County,1.44
2508,TN,Sevier County,0.62
2509,TN,Shelby County,-0.69
2510,TN,Smith County,0.33
2511,TN,Stewart County,1.63
2512,TN,Sullivan County,0.79
2513,TN,Sumner County,2.10
2514,TN,Tipton County,0.59
2515,TN,Trousdale County,1.61
2516,TN,Unicoi County,0.94
2517,TN,Union County,1.31
2518,TN,Van Buren County,0.98
2519,TN,Warren County,1.52
2520,TN,Washington County,1.67
2521,TN,Wayne County,-1.23
2522,TN,Weakley County,0.12
2523,TN,White County,2.47
2524,TN,Williamson County,1.43
2525,TN,Wilson County,3.20
2526,TX,Anderson County,0.89
2527,TX,Andrews County,1.86
2528,TX,Angelina County,0.22
2529,TX,Aransas County,1.65
2530,TX,Archer County,2.03
2531,TX,Armstrong County,-1.35
2532,TX,Atascosa County,2.07
2533,TX,Austin County,1.95
2534,TX,Bailey County,-1.93
2535,TX,Bandera County,2.34
2536,TX,Bastrop County,4.12
2537,TX,Baylor County,0.03
2538,TX,Bee County,-0.46
2539,TX,Bell County,1.48
2540,TX,Bexar County,1.33
2541,TX,Blanco County,5.13
2542,TX,Borden County,-1.38
2543,TX,Bosque County,1.54
2544,TX,Bowie County,-0.03
2545,TX,Brazoria County,2.76
2546,TX,Brazos County,1.15
2547,TX,Brewster County,1.81
2548,TX,Briscoe County,0.42
2549,TX,Brooks County,-0.78
2550,TX,Brown County,0.69
2551,TX,Burleson County,4.20
2552,TX,Burnet County,2.71
2553,TX,Caldwell County,4.20
2554,TX,Calhoun County,0.07
2555,TX,Callahan County,0.89
2556,TX,Cameron County,0.42
2557,TX,Camp County,2.19
2558,TX,Carson County,1.07
2559,TX,Cass County,0.42
2560,TX,Castro County,-0.82
2561,TX,Chambers County,5.00
2562,TX,Cherokee County,1.53
2563,TX,Childress County,-0.77
2564,TX,Clay County,2.28
2565,TX,Cochran County,-0.52
2566,TX,Coke County,0.90
2567,TX,Coleman County,0.26
2568,TX,Collin County,3.14
2569,TX,Collingsworth County,-0.85
2570,TX,Colorado County,1.37
2571,TX,Comal County,4.97
2572,TX,Comanche County,0.93
2573,TX,Concho County,-2.08
2574,TX,Cooke County,1.71
2575,TX,Coryell County,0.80
2576,TX,Cottle County,-1.75
2577,TX,Crane County,0.51
2578,TX,Crockett County,-3.45
