,state_abv,county,housing_yearly,food_yearly,transportation_yearly,healthcare_yearly,misc_yearly,childcare_yearly,taxes_yearly,median_family_income,pct_diff,pct_diff_binary
2617,TX,Hemphill County,13267.2,9895.2,20307.6,14428.8,8200.8,9936.0,8775.6,86510.0,-1.12,1
2618,TX,Henderson County,11787.6,9634.8,17800.8,14115.6,7584.0,9151.2,7262.4,59996.0,1.97,0
2619,TX,Hidalgo County,11344.8,8912.4,16747.2,12054.0,7172.4,9931.2,6255.6,45446.0,1.15,0
2620,TX,Hill County,11396.4,9256.8,18159.6,13695.6,7312.8,8829.6,6889.2,64654.0,2.24,0
2621,TX,Hockley County,11224.8,9433.2,18325.2,15397.2,7314.0,9580.8,7590.0,58126.0,0.86,0
2622,TX,Hood County,15066.0,9433.2,18480.0,15708.0,8674.8,12564.0,9879.6,81502.0,2.08,0
2623,TX,Hopkins County,12259.2,9315.6,18171.6,14368.8,7639.2,8671.2,7368.0,64818.0,1.0,0
2624,TX,Houston County,10308.0,8824.8,18403.2,13777.2,6772.8,8548.8,6348.0,48902.0,0.56,0
2625,TX,Howard County,13394.4,9170.4,17894.4,13062.0,7988.4,10495.2,7740.0,66959.0,-0.58,1
2626,TX,Hudspeth County,11454.0,9574.8,20547.6,14811.6,7444.8,10557.6,8368.8,32871.0,1.02,0
2627,TX,Hunt County,15816.0,9230.4,18940.8,12770.4,8865.6,13968.0,9808.8,68010.0,4.53,0
2628,TX,Hutchinson County,11941.2,10039.2,18666.0,14428.8,7783.2,9936.0,7964.4,64942.0,-0.93,1
2629,TX,Irion County,14841.6,9345.6,20010.0,16602.0,8562.0,9868.8,9691.2,72876.0,0.98,0
2630,TX,Jack County,11137.2,9114.0,18813.6,16910.4,7168.8,8870.4,7792.8,64798.0,1.27,0
2631,TX,Jackson County,12513.6,8794.8,20316.0,15128.4,7543.2,9554.4,8244.0,75600.0,0.25,0
2632,TX,Jasper County,11914.8,9315.6,19143.6,13095.6,7516.8,8548.8,7112.4,60615.0,0.61,0
2633,TX,Jeff Davis County,11467.2,9286.8,20307.6,14529.6,7347.6,9871.2,7970.4,62873.0,-2.62,1
2634,TX,Jefferson County,13502.4,9286.8,15874.8,13375.2,8066.4,10468.8,7404.0,64600.0,-0.04,1
2635,TX,Jim Hogg County,11137.2,9200.4,19615.2,15579.6,7200.0,9276.0,7776.0,45157.0,-1.13,1
2636,TX,Jim Wells County,11500.8,9200.4,17803.2,13503.6,7329.6,10677.6,7238.4,56662.0,-0.17,1
2637,TX,Johnson County,17847.6,9144.0,18567.6,12770.4,9556.8,13968.0,10455.6,75992.0,3.79,0
2638,TX,Jones County,10864.8,9807.6,18784.8,16239.6,7318.8,9607.2,7954.8,64231.0,0.54,0
2639,TX,Karnes County,11852.4,8941.2,19242.0,14359.2,7359.6,12048.0,8286.0,74725.0,0.49,0
2640,TX,Kaufman County,18093.6,9691.2,19866.0,12770.4,9837.6,13968.0,11114.4,81456.0,7.58,0
2641,TX,Kendall County,18648.0,10098.0,20004.0,11935.2,10177.2,13185.6,11070.0,104524.0,3.1,0
2642,TX,Kenedy County,11467.2,9256.8,18042.0,12240.0,7338.0,10677.6,7000.8,41780.0,-3.11,1
2643,TX,Kent County,11467.2,9807.6,21106.8,15957.6,7531.2,8512.8,8373.6,75728.0,-1.34,1
2644,TX,Kerr County,13460.4,9315.6,16746.0,14325.6,8064.0,12048.0,8317.2,67777.0,0.24,0
2645,TX,Kimble County,10814.4,9315.6,18960.0,16322.4,7128.0,9273.6,7680.0,58644.0,0.5,0
2646,TX,King County,11467.2,9807.6,21618.0,15397.2,7531.2,9580.8,8642.4,51769.0,-7.26,1
2647,TX,Kinney County,11467.2,8156.4,19051.2,14325.6,6949.2,7958.4,6680.4,54886.0,0.54,0
2648,TX,Kleberg County,13408.8,9256.8,16638.0,13503.6,8025.6,10677.6,7632.0,53731.0,-1.01,1
2649,TX,Knox County,10326.0,9807.6,19653.6,15870.0,7129.2,8512.8,7533.6,64026.0,0.55,0
2650,TX,La Salle County,11224.8,9144.0,17899.2,14325.6,7210.8,7958.4,6660.0,55960.0,-0.29,1
2651,TX,Lamar County,10950.0,9459.6,17184.0,15375.6,7227.6,8671.2,6952.8,58433.0,1.21,0
2652,TX,Lamb County,10794.0,9433.2,19371.6,15397.2,7160.4,9580.8,7700.4,58591.0,-0.59,1
2653,TX,Lampasas County,12074.4,8852.4,18918.0,14898.0,7410.0,10348.8,7934.4,75031.0,2.07,0
2654,TX,Lavaca County,11688.0,8794.8,18961.2,15128.4,7251.6,9554.4,7574.4,71773.0,-0.4,1
2655,TX,Lee County,13533.6,9720.0,20130.0,13150.8,8233.2,12710.4,9204.0,65548.0,1.5,0
2656,TX,Leon County,11262.0,8562.0,19741.2,14712.0,7020.0,11143.2,7899.6,58707.0,1.96,0
2657,TX,Liberty County,12496.8,8852.4,19156.8,13986.0,7558.8,13444.8,8721.6,62586.0,5.67,0
2658,TX,Limestone County,10896.0,8562.0,18104.4,13695.6,6889.2,8829.6,6440.4,55565.0,0.39,0
2659,TX,Lipscomb County,10824.0,9777.6,22881.6,14428.8,7294.8,9936.0,8542.8,68541.0,2.11,0
2660,TX,Live Oak County,11178.0,9144.0,19610.4,13722.0,7192.8,10677.6,7680.0,71089.0,0.37,0
2661,TX,Llano County,13279.2,7926.0,17937.6,13150.8,7507.2,12710.4,7916.4,64507.0,1.11,0
2662,TX,Loving County,11467.2,10240.8,23169.6,13062.0,7686.0,10495.2,8845.2,105678.0,-2.27,1
2663,TX,Lubbock County,13664.4,10154.4,15754.8,15597.6,8431.2,10488.0,8364.0,71320.0,1.0,0
2664,TX,Lynn County,11126.4,10154.4,18993.6,15678.0,7534.8,10488.0,8325.6,57603.0,0.4,0
2665,TX,Madison County,11346.0,9604.8,19182.0,14712.0,7417.2,11143.2,8131.2,65174.0,0.74,0
2666,TX,Marion County,11047.2,9433.2,18066.0,12408.0,7251.6,9151.2,6578.4,49888.0,0.22,0
2667,TX,Martin County,11260.8,9662.4,19878.0,13341.6,7407.6,11767.2,8145.6,83879.0,-0.23,1
2668,TX,Mason County,11064.0,8389.2,19179.6,16322.4,6888.0,9273.6,7527.6,64209.0,-1.18,1
2669,TX,Matagorda County,13038.0,8997.6,17686.8,13548.0,7804.8,12057.6,8097.6,61672.0,0.66,0
2670,TX,Maverick County,10808.4,7897.2,16797.6,14325.6,6624.0,7958.4,5797.2,45758.0,0.23,0
2671,TX,McCulloch County,11728.8,9921.6,18582.0,15270.0,7665.6,9273.6,7849.2,60592.0,-0.21,1
2672,TX,McLennan County,12850.8,9200.4,16492.8,13975.2,7808.4,9667.2,7246.8,64410.0,0.91,0
2673,TX,McMullen County,11467.2,8852.4,21416.4,15579.6,7196.4,10677.6,8606.4,67514.0,-0.18,1
2674,TX,Medina County,12930.0,9055.2,19609.2,14604.0,7783.2,13185.6,9178.8,80679.0,2.12,0
2675,TX,Menard County,11074.8,9345.6,19369.2,16322.4,7230.0,9273.6,7946.4,55261.0,-1.06,1
2676,TX,Midland County,17127.6,9662.4,17886.0,13341.6,9484.8,11767.2,9664.8,96751.0,2.96,0
2677,TX,Milam County,10624.8,9345.6,18320.4,14005.2,7070.4,9386.4,6916.8,61967.0,1.28,0
2678,TX,Mills County,10326.0,9921.6,19455.6,14618.4,7170.0,9386.4,7443.6,63835.0,1.11,0
2679,TX,Mitchell County,11224.8,9170.4,19729.2,15957.6,7220.4,8512.8,7710.0,80383.0,1.53,0
2680,TX,Montague County,13233.6,9691.2,18004.8,16910.4,8115.6,8870.4,8508.0,63473.0,2.46,0
2681,TX,Montgomery County,18448.8,10039.2,18090.0,13176.0,10086.0,13444.8,10868.4,98536.0,4.68,0
2682,TX,Moore County,12099.6,9027.6,18427.2,14428.8,7479.6,9936.0,7570.8,60704.0,0.46,0
2683,TX,Morris County,11016.0,9114.0,18564.0,14368.8,7126.8,8671.2,6968.4,54215.0,0.12,0
2684,TX,Motley County,10599.6,9373.2,19689.6,15397.2,7071.6,9580.8,7672.8,64889.0,-1.35,1
2685,TX,Nacogdoches County,11730.0,9604.8,17400.0,13777.2,7555.2,8548.8,6860.4,59786.0,0.59,0
2686,TX,Navarro County,11778.0,8620.8,17503.2,13650.0,7222.8,12564.0,7665.6,59408.0,1.73,0
2687,TX,Newton County,10988.4,9315.6,19467.6,13095.6,7188.0,8548.8,6877.2,50766.0,-0.02,1
2688,TX,Nolan County,11355.6,9807.6,17524.8,15957.6,7491.6,8512.8,7425.6,59261.0,-1.07,1
2689,TX,Nueces County,16264.8,9403.2,15870.0,13784.4,9087.6,11872.8,8916.0,70003.0,0.2,0
2690,TX,Ochiltree County,11648.4,8882.4,18644.4,14428.8,7268.4,9936.0,7425.6,62226.0,0.12,0
2691,TX,Oldham County,12232.8,10357.2,20918.4,14709.6,7996.8,10608.0,9019.2,76932.0,1.25,0
2692,TX,Orange County,12968.4,9459.6,18153.6,13375.2,7941.6,10468.8,7867.2,75767.0,0.79,0
2693,TX,Palo Pinto County,11750.4,9114.0,17851.2,13974.0,7386.0,12564.0,7980.0,60378.0,1.45,0
2694,TX,Panola County,10765.2,9027.6,19345.2,12408.0,7008.0,9151.2,6626.4,61010.0,0.42,0
2695,TX,Parker County,17655.6,9807.6,19466.4,14232.0,9723.6,13968.0,11330.4,92519.0,4.55,0
2696,TX,Parmer County,10642.8,10328.4,19081.2,14428.8,7424.4,9936.0,7694.4,66744.0,-0.33,1
2697,TX,Pecos County,12393.6,9286.8,18690.0,13062.0,7675.2,10495.2,7694.4,62824.0,-0.6,1
2698,TX,Polk County,11515.2,9114.0,18339.6,13777.2,7302.0,8548.8,6868.8,59631.0,1.75,0
2699,TX,Potter County,11997.6,9979.2,16000.8,14709.6,7782.0,10608.0,7569.6,54114.0,-0.23,1
2700,TX,Presidio County,11224.8,9286.8,17181.6,14529.6,7261.2,10116.0,7159.2,34313.0,-2.67,1
2701,TX,Rains County,11053.2,9634.8,19404.0,13882.8,7322.4,9151.2,7362.0,71082.0,1.17,0
2702,TX,Randall County,13682.4,10357.2,17512.8,14709.6,8511.6,10608.0,8692.8,86616.0,1.38,0
2703,TX,Reagan County,12439.2,9345.6,18954.0,15270.0,7711.2,9273.6,7974.0,81504.0,0.64,0
2704,TX,Real County,12483.6,8188.8,19240.8,14325.6,7317.6,7958.4,7116.0,51290.0,0.78,0
2705,TX,Red River County,10371.6,9459.6,19198.8,14368.8,7020.0,8671.2,6963.6,53476.0,0.63,0
2706,TX,Reeves County,12146.4,9286.8,18888.0,13062.0,7587.6,10495.2,7639.2,63816.0,0.67,0
2707,TX,Refugio County,10568.4,9517.2,18561.6,13722.0,7111.2,10677.6,7270.8,62782.0,0.42,0
2708,TX,Roberts County,11467.2,9895.2,24144.0,14428.8,7564.8,9936.0,9184.8,75728.0,3.45,0
2709,TX,Robertson County,11049.6,9517.2,20006.4,14992.8,7280.4,12324.0,8648.4,65171.0,0.8,0
2710,TX,Rockwall County,22929.6,10675.2,18967.2,12770.4,11899.2,13968.0,13194.0,115778.0,6.46,0
2711,TX,Runnels County,11074.8,9345.6,18794.4,15957.6,7230.0,8512.8,7435.2,56510.0,-0.16,1
2712,TX,Rusk County,11602.8,9055.2,18963.6,12686.4,7312.8,9957.6,7122.0,65787.0,1.06,0
2713,TX,Sabine County,11187.6,9544.8,19284.0,13777.2,7341.6,8548.8,7173.6,51531.0,0.65,0
2714,TX,San Augustine County,11373.6,9230.4,18913.2,13777.2,7293.6,8548.8,6984.0,48518.0,-0.34,1
2715,TX,San Jacinto County,10893.6,9574.8,18927.6,13777.2,7249.2,8548.8,6961.2,55843.0,2.1,0
2716,TX,San Patricio County,16850.4,9286.8,18468.0,13784.4,9255.6,11872.8,9775.2,65036.0,0.82,0
2717,TX,San Saba County,11434.8,8852.4,19140.0,14618.4,7182.0,9386.4,7366.8,60154.0,-0.6,1
2718,TX,Schleicher County,11467.2,9345.6,20565.6,16322.4,7369.2,9273.6,8356.8,68772.0,1.36,0
2719,TX,Scurry County,11956.8,9170.4,19029.6,15957.6,7479.6,8512.8,7777.2,69259.0,-0.35,1
2720,TX,Shackelford County,11467.2,9807.6,19861.2,15957.6,7531.2,8512.8,8040.0,56989.0,0.53,0
2721,TX,Shelby County,11185.2,9230.4,19096.8,13777.2,7230.0,8548.8,6999.6,51232.0,0.49,0
2722,TX,Sherman County,11137.2,9027.6,21216.0,14428.8,7138.8,9936.0,8004.0,64889.0,-3.6,1
2723,TX,Smith County,14666.4,10039.2,17750.4,14163.6,8746.8,9957.6,8623.2,71438.0,1.33,0
2724,TX,Somervell County,12930.0,9433.2,18486.0,15144.0,7917.6,12564.0,9013.2,66193.0,0.93,0
2725,TX,Starr County,10866.0,8941.2,17878.8,12450.0,7012.8,8908.8,6229.2,34122.0,0.43,0
2726,TX,Stephens County,11120.4,9114.0,18909.6,15957.6,7162.8,8512.8,7450.8,54051.0,-0.36,1
2727,TX,Sterling County,13707.6,9170.4,21739.2,16602.0,8101.2,9868.8,9654.0,72786.0,-2.03,1
2728,TX,Stonewall County,11467.2,9807.6,20134.8,15957.6,7531.2,8512.8,8110.8,72273.0,0.0,1
2729,TX,Sutton County,10719.6,9345.6,20472.0,16322.4,7104.0,9273.6,8078.4,62423.0,-0.34,1
2730,TX,Swisher County,11126.4,9373.2,18555.6,14428.8,7257.6,9936.0,7452.0,48305.0,-0.06,1
2731,TX,Tarrant County,19152.0,10066.8,16579.2,12770.4,10346.4,14512.8,10938.0,82001.0,1.27,0
2732,TX,Taylor County,13392.0,9807.6,16042.8,16239.6,8211.6,9607.2,8127.6,66941.0,1.16,0
2733,TX,Terrell County,11467.2,8156.4,21823.2,13062.0,6949.2,10495.2,7746.0,55947.0,-0.15,1
2734,TX,Terry County,10863.6,9433.2,18525.6,15397.2,7184.4,9580.8,7507.2,50651.0,0.9,0
2735,TX,Throckmorton County,10345.2,9807.6,20443.2,15957.6,7135.2,8512.8,7777.2,61459.0,-0.84,1
2736,TX,Titus County,10833.6,9114.0,18291.6,14368.8,7063.2,8671.2,6795.6,56187.0,0.38,0
2737,TX,Tom Green County,13677.6,9345.6,16693.2,16602.0,8150.4,9868.8,8392.8,70791.0,0.12,0
2738,TX,Travis County,21458.4,11079.6,16153.2,13027.2,11521.2,15700.8,12578.4,99445.0,0.56,0
2739,TX,Trinity County,11409.6,8824.8,18058.8,13777.2,7165.2,8548.8,6637.2,52186.0,1.68,0
2740,TX,Tyler County,10836.0,9082.8,19683.6,13095.6,7052.4,8548.8,6787.2,62190.0,-0.14,1
2741,TX,Upshur County,13029.6,9256.8,18906.0,12686.4,7893.6,9957.6,7708.8,65966.0,1.95,0
2742,TX,Upton County,10792.8,9286.8,18984.0,13062.0,7108.8,10495.2,7168.8,73602.0,-1.18,1
2743,TX,Uvalde County,11804.4,8188.8,18262.8,14325.6,7080.0,7958.4,6607.2,53048.0,0.28,0
2744,TX,Val Verde County,11749.2,8156.4,16836.0,14325.6,7047.6,7958.4,6224.4,51954.0,0.22,0
2745,TX,Van Zandt County,12250.8,9634.8,18894.0,13882.8,7750.8,9151.2,7681.2,65721.0,1.77,0
2746,TX,Victoria County,15248.4,8794.8,17392.8,15409.2,8512.8,10516.8,8774.4,70408.0,0.65,0
2747,TX,Walker County,13597.2,9604.8,16858.8,14358.0,8215.2,12057.6,8485.2,66667.0,2.0,0
2748,TX,Waller County,14617.2,9807.6,19534.8,13827.6,8647.2,13444.8,9890.4,75866.0,2.75,0
2749,TX,Ward County,12907.2,9286.8,18481.2,13062.0,7857.6,10495.2,7753.2,70328.0,0.16,0
2750,TX,Washington County,13098.0,8968.8,18594.0,14005.2,7809.6,11143.2,8206.8,72435.0,1.76,0
2751,TX,Webb County,12805.2,9144.0,16108.8,15860.4,7770.0,10238.4,7732.8,51308.0,0.57,0
2752,TX,Wharton County,11792.4,8448.0,17857.2,13548.0,7166.4,12057.6,7521.6,63081.0,0.0,1
2753,TX,Wheeler County,10290.0,9895.2,18840.0,14428.8,7148.4,9936.0,7359.6,57265.0,0.36,0
2754,TX,Wichita County,12588.0,10066.8,16107.6,17190.0,8022.0,10144.8,8355.6,65570.0,-0.03,1
2755,TX,Wilbarger County,10441.2,9574.8,17244.0,16910.4,7087.2,8870.4,7243.2,56311.0,-0.1,1
2756,TX,Willacy County,10770.0,8620.8,18296.4,12240.0,6866.4,8908.8,6136.8,41038.0,-1.07,1
2757,TX,Williamson County,21519.6,10531.2,18668.4,13027.2,11347.2,14044.8,12588.0,103549.0,3.71,0
2758,TX,Wilson County,13927.2,8941.2,19906.8,14604.0,8096.4,13185.6,9554.4,91145.0,2.71,0
2759,TX,Winkler County,11959.2,9286.8,17659.2,13062.0,7520.4,10495.2,7254.0,64647.0,1.56,0
2760,TX,Wise County,14653.2,9691.2,19056.0,15050.4,8618.4,13968.0,10254.0,77097.0,4.27,0
2761,TX,Wood County,11702.4,9807.6,18612.0,13882.8,7615.2,9151.2,7425.6,65909.0,2.11,0
2762,TX,Yoakum County,12676.8,9865.2,19987.2,15397.2,7981.2,9580.8,8629.2,75550.0,-0.21,1
2763,TX,Young County,10940.4,9114.0,18206.4,16910.4,7100.4,8870.4,7527.6,68162.0,0.62,0
2764,TX,Zapata County,10461.6,8941.2,17409.6,15579.6,6867.6,9276.0,6841.2,43533.0,-0.74,1
2765,TX,Zavala County,11127.6,8188.8,17779.2,14325.6,6838.8,7958.4,6266.4,37248.0,-0.77,1
2766,UT,Beaver County,10821.6,10039.2,19418.4,15316.8,7386.0,11606.4,12043.2,68837.0,-1.15,1
2767,UT,Box Elder County,12571.2,10240.8,19111.2,13076.4,8076.0,12907.2,12543.6,71243.0,1.89,0
2768,UT,Cache County,12602.4,10240.8,17886.0,14410.8,8088.0,12907.2,12613.2,69871.0,1.6,0
2769,UT,Carbon County,10426.8,9662.4,18986.4,15316.8,7111.2,11911.2,11601.6,65240.0,0.34,0
2770,UT,Daggett County,10687.2,10009.2,22766.4,15316.8,7328.4,11606.4,13083.6,99326.0,-2.27,1
2771,UT,Davis County,18142.8,10587.6,18201.6,12343.2,10174.8,12907.2,14802.0,94278.0,0.9,0
2772,UT,Duchesne County,11061.6,10009.2,19454.4,15316.8,7459.2,11606.4,12150.0,72346.0,1.66,0
2773,UT,Emery County,10962.0,9662.4,19801.2,15316.8,7303.2,11606.4,12061.2,71920.0,0.51,0
2774,UT,Garfield County,10328.4,10039.2,20695.2,15316.8,7210.8,11606.4,12198.0,68101.0,1.07,0
2775,UT,Grand County,13196.4,11079.6,18045.6,15316.8,8596.8,11606.4,13195.2,65255.0,-0.67,1
2776,UT,Iron County,12945.6,10039.2,18537.6,15326.4,8137.2,11911.2,12853.2,65555.0,2.72,0
2777,UT,Juab County,11023.2,10443.6,20880.0,15450.0,7597.2,12907.2,13334.4,70976.0,3.47,0
2778,UT,Kane County,13009.2,10039.2,19767.6,15316.8,8162.4,11606.4,13172.4,72120.0,2.71,0
2779,UT,Millard County,10783.2,9720.0,20948.4,15316.8,7257.6,11606.4,12396.0,69965.0,0.7,0
2780,UT,Morgan County,19070.4,10587.6,21826.8,13076.4,10501.2,12907.2,16910.4,99294.0,1.27,0
2781,UT,Piute County,11066.4,9720.0,22348.8,15316.8,7357.2,11606.4,13032.0,59536.0,3.82,0
2782,UT,Rich County,10687.2,10240.8,21271.2,14276.4,7410.0,11606.4,12342.0,63760.0,0.79,0
2783,UT,Salt Lake County,19882.8,10761.6,16606.8,12343.2,10848.0,12907.2,15192.0,89468.0,-0.06,1
2784,UT,San Juan County,10485.6,11023.2,20382.0,15316.8,7614.0,11606.4,12614.4,54157.0,-0.33,1
2785,UT,Sanpete County,10539.6,9777.6,20554.8,15316.8,7194.0,11606.4,12135.6,63565.0,1.97,0
2786,UT,Sevier County,10612.8,9720.0,20037.6,15316.8,7197.6,11606.4,11996.4,62783.0,1.37,0
2787,UT,Summit County,19348.8,14785.2,19778.4,12452.4,12082.8,11911.2,17757.6,124460.0,-0.66,1
2788,UT,Tooele County,14552.4,9691.2,19221.6,12586.8,8583.6,12907.2,13072.8,82639.0,2.62,0
2789,UT,Uintah County,11158.8,10009.2,20049.6,15316.8,7494.0,11911.2,12508.8,75603.0,1.73,0
2790,UT,Utah County,15916.8,10443.6,17702.4,12408.0,9333.6,12907.2,13482.0,83108.0,2.35,0
2791,UT,Wasatch County,16935.6,11194.8,19918.8,12452.4,9960.0,11911.2,14814.0,99946.0,1.49,0
2792,UT,Washington County,16530.0,10560.0,17302.8,15462.0,9594.0,12907.2,14832.0,71598.0,2.39,0
2793,UT,Wayne County,10255.2,9720.0,21120.0,15316.8,7071.6,11606.4,12162.0,60047.0,-0.76,1
2794,UT,Weber County,15066.0,10472.4,18146.4,12819.6,9043.2,12907.2,13410.0,79465.0,0.92,0
2795,VA,Accomack County,10744.8,9807.6,17422.8,11220.0,7278.0,7960.8,8840.4,59259.0,0.05,0
2796,VA,Albemarle County,19530.0,11920.8,17828.4,12066.0,11133.6,19250.4,18472.8,105842.0,0.72,0
2797,VA,Alexandria city,24505.2,14292.0,12513.6,11074.8,13737.6,30710.4,23982.0,133893.0,0.12,0
2798,VA,Alleghany County,9378.0,10704.0,17605.2,12462.0,7111.2,7718.4,8992.8,60514.0,-0.82,1
2799,VA,Amelia County,14583.6,10154.4,21204.0,11689.2,8758.8,9367.2,12554.4,84044.0,0.84,0
2800,VA,Amherst County,10927.2,9777.6,18580.8,12078.0,7332.0,10032.0,10246.8,72445.0,-0.24,1
2801,VA,Appomattox County,10801.2,9777.6,19406.4,12078.0,7282.8,9612.0,10300.8,70460.0,0.96,0
2802,VA,Arlington County,27770.4,14522.4,12932.4,11074.8,14971.2,32724.0,26634.0,165124.0,0.21,0
2803,VA,Augusta County,13906.8,10357.2,18978.0,11502.0,8590.8,13137.6,12930.0,75494.0,0.4,0
2804,VA,Bath County,10338.0,9950.4,19510.8,12462.0,7183.2,11707.2,11103.6,67473.0,-0.25,1
2805,VA,Bedford County,12975.6,10502.4,18998.4,12078.0,8313.6,10324.8,11740.8,78589.0,0.97,0
2806,VA,Bland County,10684.8,9634.8,19466.4,11220.0,7192.8,7982.4,9405.6,56452.0,0.67,0
2807,VA,Botetourt County,12069.6,10704.0,19900.8,11938.8,8062.8,11707.2,12210.0,88141.0,0.07,0
2808,VA,Bristol city,10590.0,10531.2,14968.8,11467.2,7477.2,9165.6,8772.0,55348.0,-0.79,1
2809,VA,Brunswick County,10533.6,9748.8,18363.6,12462.0,7182.0,7516.8,9270.0,52273.0,-0.52,1
2810,VA,Buchanan County,10258.8,9459.6,18235.2,11220.0,6981.6,8676.0,8938.8,41970.0,-1.53,1
2811,VA,Buckingham County,10939.2,9837.6,18660.0,11220.0,7353.6,7516.8,9144.0,60624.0,-0.06,1
2812,VA,Buena Vista city,10848.0,9950.4,16317.6,11220.0,7365.6,11707.2,9865.2,38582.0,-0.05,1
2813,VA,Campbell County,10881.6,9748.8,18296.4,12078.0,7305.6,10303.2,10206.0,66011.0,0.37,0
2814,VA,Caroline County,14256.0,10732.8,20280.0,11500.8,8847.6,10994.4,12964.8,79106.0,2.19,0
2815,VA,Carroll County,10725.6,10126.8,18686.4,11220.0,7382.4,7982.4,9378.0,57872.0,0.42,0
2816,VA,Charles City County,12028.8,10934.4,20798.4,11894.4,8131.2,11728.8,12541.2,78039.0,0.64,0
2817,VA,Charlotte County,10077.6,9837.6,18522.0,12462.0,7052.4,7516.8,9139.2,58829.0,-0.56,1
2818,VA,Charlottesville city,17025.6,14146.8,14636.4,12066.0,11036.4,19250.4,17216.4,92094.0,-0.64,1
2819,VA,Chesapeake city,19160.4,10964.4,17137.2,12344.4,10668.0,15031.2,16092.0,92981.0,0.57,0
2820,VA,Chesterfield County,19515.6,11137.2,18584.4,11689.2,10854.0,17841.6,17684.4,98286.0,1.48,0
2821,VA,Clarke County,15732.0,10732.8,20348.4,11074.8,9369.6,14049.6,14564.4,105749.0,0.88,0
2822,VA,Colonial Heights city,15596.4,9544.8,16568.4,11894.4,8905.2,17841.6,14316.0,75411.0,0.63,0
2823,VA,Covington city,12410.4,10704.0,16357.2,12462.0,8185.2,7718.4,9907.2,59160.0,-1.56,1
2824,VA,Craig County,9146.4,10704.0,19581.6,11938.8,7029.6,10545.6,10346.4,80901.0,-0.31,1
2825,VA,Culpeper County,14697.6,10906.8,19363.2,11502.0,9066.0,13876.8,13927.2,92168.0,1.26,0
2826,VA,Cumberland County,11878.8,9837.6,18740.4,11612.4,7689.6,7516.8,9696.0,61219.0,1.3,0
2827,VA,Danville city,10069.2,9837.6,14362.8,11158.8,7048.8,6578.4,7161.6,48838.0,-0.43,1
2828,VA,Dickenson County,9907.2,10240.8,18160.8,11220.0,7134.0,7982.4,8878.8,43765.0,-0.68,1
2829,VA,Dinwiddie County,15784.8,10183.2,20264.4,11894.4,9195.6,11728.8,13722.0,76677.0,0.87,0
2830,VA,Emporia city,10444.8,9604.8,14858.4,12462.0,7098.0,10101.6,8911.2,37757.0,-1.27,1
2831,VA,Essex County,11889.6,10732.8,17940.0,12462.0,8010.0,10101.6,11044.8,60044.0,-0.3,1
2832,VA,Fairfax County,26217.6,13336.8,16303.2,11074.8,14005.2,28392.0,24847.2,148568.0,0.23,0
2833,VA,Fairfax city,24414.0,12728.4,16006.8,11074.8,13149.6,28392.0,23572.8,145809.0,1.58,0
2834,VA,Falls Church city,26785.2,13336.8,14112.0,11074.8,14205.6,28392.0,24352.8,177662.0,1.35,0
2835,VA,Fauquier County,18723.6,11629.2,20280.0,11074.8,10749.6,15873.6,17200.8,124632.0,0.65,0
2836,VA,Floyd County,10684.8,11166.0,19255.2,11220.0,7736.4,7468.8,9848.4,64103.0,0.36,0
2837,VA,Fluvanna County,16178.4,11109.6,20449.2,12066.0,9661.2,12444.0,14750.4,93759.0,1.23,0
2838,VA,Franklin County,11307.6,10098.0,18759.6,12741.6,7578.0,10994.4,11175.6,68728.0,0.85,0
2839,VA,Franklin city,12735.6,10732.8,15718.8,11938.8,8307.6,12693.6,11433.6,48552.0,0.79,0
2840,VA,Frederick County,16558.8,11137.2,18670.8,11776.8,9805.2,12936.0,14428.8,90786.0,1.25,0
2841,VA,Fredericksburg city,17967.6,12585.6,15348.0,11074.8,10818.0,16168.8,15586.8,87438.0,0.98,0
2842,VA,Galax city,10430.4,10126.8,15740.4,11220.0,7276.8,7982.4,8325.6,42071.0,0.22,0
2843,VA,Giles County,10578.0,9662.4,18362.4,12628.8,7166.4,10545.6,10314.0,63292.0,0.15,0
2844,VA,Gloucester County,14748.0,10357.2,19185.6,11721.6,8887.2,13876.8,13716.0,86728.0,1.28,0
2845,VA,Goochland County,18660.0,10964.4,20133.6,11689.2,10486.8,15280.8,16756.8,115181.0,3.96,0
2846,VA,Grayson County,10632.0,9837.6,18808.8,11220.0,7248.0,7982.4,9250.8,51123.0,-0.26,1
2847,VA,Greene County,17214.0,9950.4,20600.4,12066.0,9616.8,12444.0,14739.6,78505.0,1.36,0
2848,VA,Greensville County,11553.6,9604.8,18378.0,12462.0,7488.0,10101.6,10536.0,58840.0,-0.63,1
2849,VA,Halifax County,10254.0,9691.2,17966.4,12462.0,7063.2,7516.8,8976.0,60767.0,-0.56,1
2850,VA,Hampton city,16725.6,10531.2,15800.4,12344.4,9648.0,12468.0,13276.8,71542.0,-0.55,1
2851,VA,Hanover County,18282.0,11079.6,19518.0,11689.2,10396.8,16440.0,16852.8,107879.0,1.14,0
2852,VA,Harrisonburg city,13246.8,10993.2,15225.6,12741.6,8582.4,11779.2,11582.4,65111.0,-0.13,1
2853,VA,Henrico County,18253.2,11544.0,16473.6,11689.2,10550.4,15746.4,15678.0,93673.0,0.06,0
2854,VA,Henry County,9746.4,9433.2,17331.6,11220.0,6792.0,7468.8,8060.4,51320.0,-0.19,1
