state_abv,county,family,housing_yearly,food_yearly,transportation_yearly,healthcare_yearly,misc_yearly,childcare_yearly,taxes_yearly,total_yearly,median_family_income,num_counties_in_st,st_cost_rank,st_med_aff_rank,st_income_rank
NE,Harlan County,1p1c,"$9,912","$6,276","$19,260","$9,432","$5,736","$6,768","$8,160","$65,532"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,1p2c,"$9,912","$9,180","$22,200","$12,840","$6,756","$13,260","$11,064","$85,224"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,1p3c,"$12,708","$12,264","$23,676","$16,248","$8,844","$15,252","$15,036","$104,028"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,1p4c,"$12,708","$15,012","$24,720","$19,656","$9,816","$15,252","$18,600","$115,776"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,2p0c,"$7,536","$7,812","$18,360","$12,036","$5,436",$0,"$7,920","$59,100"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,2p1c,"$9,912","$9,720","$21,168","$15,444","$6,948","$6,768","$9,948","$79,908"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,2p2c,"$9,912","$12,300","$22,536","$18,852","$7,860","$13,260","$11,124","$95,844"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,2p3c,"$12,708","$15,024","$23,508","$22,272","$9,816","$15,252","$13,644","$112,224"," 71,927 ",93.0,40.0,73.0,20.0
NE,Harlan County,2p4c,"$12,708","$18,384","$24,288","$25,680","$11,004","$15,252","$16,920","$124,236"," 71,927 ",93.0,40.0,73.0,20.0
NE,Hayes County,1p0c,"$6,744","$3,828","$16,452","$7,404","$3,744",$0,"$7,224","$45,396"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,1p1c,"$9,912","$5,652","$20,616","$11,652","$5,508","$6,768","$8,916","$69,012"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,1p2c,"$9,912","$8,268","$23,820","$15,888","$6,432","$13,260","$12,480","$90,060"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,1p3c,"$12,708","$11,040","$25,404","$20,124","$8,412","$15,252","$16,836","$109,788"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,1p4c,"$12,708","$13,512","$26,544","$24,372","$9,288","$15,252","$20,484","$122,172"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,2p0c,"$7,536","$7,032","$19,668","$14,808","$5,160",$0,"$8,688","$62,892"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,2p1c,"$9,912","$8,748","$22,728","$19,056","$6,612","$6,768","$11,016","$84,828"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,2p2c,"$9,912","$11,064","$24,216","$23,292","$7,428","$13,260","$12,408","$101,580"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,2p3c,"$12,708","$13,524","$25,272","$27,540","$9,288","$15,252","$15,588","$119,172"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hayes County,2p4c,"$12,708","$16,548","$26,112","$31,776","$10,356","$15,252","$19,176","$131,940"," 69,551 ",93.0,6.0,23.0,53.0
NE,Hitchcock County,1p0c,"$6,744","$3,828","$15,480","$7,404","$3,744",$0,"$6,960","$44,172"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,1p1c,"$9,912","$5,652","$19,344","$11,652","$5,508","$6,768","$8,556","$67,392"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,1p2c,"$9,912","$8,268","$22,344","$15,888","$6,432","$13,260","$11,844","$87,960"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,1p3c,"$13,212","$11,040","$23,856","$20,124","$8,592","$15,252","$16,440","$108,516"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,1p4c,"$13,212","$13,512","$24,936","$24,372","$9,468","$15,252","$20,076","$120,828"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,2p0c,"$7,584","$7,032","$18,432","$14,808","$5,172",$0,"$8,400","$61,428"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,2p1c,"$9,912","$8,748","$21,288","$19,056","$6,612","$6,768","$10,620","$82,992"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,2p2c,"$9,912","$11,064","$22,692","$23,292","$7,428","$13,260","$11,952","$99,612"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,2p3c,"$13,212","$13,524","$23,688","$27,540","$9,468","$15,252","$15,240","$117,924"," 67,225 ",93.0,14.0,8.0,85.0
NE,Hitchcock County,2p4c,"$13,212","$16,548","$24,492","$31,776","$10,536","$15,252","$18,768","$130,596"," 67,225 ",93.0,14.0,8.0,85.0
NE,Holt County,1p0c,"$6,744","$3,960","$14,952","$6,024","$3,792",$0,"$6,480","$41,940"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,1p1c,"$9,912","$5,832","$18,492","$9,432","$5,580","$6,768","$7,776","$63,780"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,1p2c,"$9,912","$8,532","$21,276","$12,840","$6,528","$13,260","$10,344","$82,692"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,1p3c,"$12,060","$11,388","$22,656","$16,248","$8,304","$15,252","$13,668","$99,576"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,1p4c,"$12,060","$13,956","$23,628","$19,656","$9,204","$15,252","$17,052","$110,820"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,2p0c,"$8,352","$7,248","$17,652","$12,036","$5,520",$0,"$7,836","$58,656"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,2p1c,"$9,912","$9,024","$20,304","$15,444","$6,708","$6,768","$9,468","$77,640"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,2p2c,"$9,912","$11,424","$21,588","$18,852","$7,560","$13,260","$10,524","$93,108"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,2p3c,"$12,060","$13,956","$22,500","$22,272","$9,216","$15,252","$12,384","$107,628"," 75,178 ",93.0,61.0,52.0,47.0
NE,Holt County,2p4c,"$12,060","$17,088","$23,220","$25,680","$10,320","$15,252","$15,444","$119,064"," 75,178 ",93.0,61.0,52.0,47.0
NE,Hooker County,1p0c,"$6,744","$3,828","$14,016","$7,404","$3,744",$0,"$6,552","$42,300"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,1p1c,"$9,912","$5,652","$17,928","$11,652","$5,508","$6,768","$8,160","$65,568"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,1p2c,"$9,912","$8,268","$20,940","$15,888","$6,432","$13,260","$11,280","$85,992"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,1p3c,"$12,708","$11,040","$22,524","$20,124","$8,412","$15,252","$15,528","$105,588"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,1p4c,"$12,708","$13,512","$23,664","$24,372","$9,288","$15,252","$19,332","$118,128"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,2p0c,"$8,760","$7,032","$17,100","$14,808","$5,592",$0,"$8,460","$61,764"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,2p1c,"$9,912","$8,748","$19,980","$19,056","$6,612","$6,768","$10,248","$81,312"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,2p2c,"$9,912","$11,064","$21,432","$23,292","$7,428","$13,260","$11,592","$97,992"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,2p3c,"$12,708","$13,524","$22,488","$27,540","$9,288","$15,252","$14,496","$115,296"," 62,893 ",93.0,25.0,87.0,8.0
NE,Hooker County,2p4c,"$12,708","$16,548","$23,328","$31,776","$10,356","$15,252","$18,000","$127,968"," 62,893 ",93.0,25.0,87.0,8.0
NE,Howard County,1p0c,"$6,912","$3,840","$15,228","$5,952","$3,804",$0,"$6,552","$42,300"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,1p1c,"$9,912","$5,664","$18,780","$9,420","$5,520","$8,472","$8,268","$66,036"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,1p2c,"$9,912","$8,292","$21,552","$12,900","$6,444","$17,088","$11,880","$88,068"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,1p3c,"$12,060","$11,076","$22,908","$16,380","$8,184","$19,728","$15,660","$105,996"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,1p4c,"$12,060","$13,560","$23,880","$19,860","$9,072","$19,728","$19,044","$117,204"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,2p0c,"$7,536","$7,044","$17,904","$11,892","$5,160",$0,"$7,512","$57,060"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,2p1c,"$9,912","$8,772","$20,556","$15,372","$6,612","$8,472","$9,876","$79,584"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,2p2c,"$9,912","$11,100","$21,828","$18,852","$7,440","$17,088","$11,544","$97,752"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,2p3c,"$12,060","$13,560","$22,728","$22,332","$9,072","$19,728","$13,992","$113,472"," 75,885 ",93.0,29.0,64.0,23.0
NE,Howard County,2p4c,"$12,060","$16,596","$23,448","$25,800","$10,152","$19,728","$17,112","$124,896"," 75,885 ",93.0,29.0,64.0,23.0
NE,Jefferson County,1p0c,"$6,744","$3,756","$13,884","$5,712","$3,720",$0,"$6,048","$39,852"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,1p1c,"$9,912","$5,532","$17,460","$8,940","$5,472","$6,768","$7,236","$61,320"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,1p2c,"$9,912","$8,100","$20,232","$12,168","$6,372","$13,260","$9,432","$79,476"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,1p3c,"$12,360","$10,812","$21,624","$15,384","$8,208","$15,252","$12,672","$96,312"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,1p4c,"$12,360","$13,236","$22,608","$18,612","$9,060","$15,252","$15,864","$107,016"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,2p0c,"$7,536","$6,888","$16,716","$11,424","$5,100",$0,"$7,044","$54,708"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,2p1c,"$9,912","$8,568","$19,356","$14,652","$6,540","$6,768","$8,844","$74,652"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,2p2c,"$9,912","$10,848","$20,664","$17,880","$7,344","$13,260","$9,756","$89,664"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,2p3c,"$12,360","$13,248","$21,588","$21,096","$9,072","$15,252","$11,400","$104,016"," 60,009 ",93.0,91.0,29.0,78.0
NE,Jefferson County,2p4c,"$12,360","$16,212","$22,320","$24,324","$10,116","$15,252","$14,268","$114,864"," 60,009 ",93.0,91.0,29.0,78.0
NE,Johnson County,1p0c,"$6,744","$3,756","$14,100","$5,712","$3,720",$0,"$6,108","$40,140"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,1p1c,"$9,912","$5,532","$17,580","$8,940","$5,472","$6,768","$7,272","$61,464"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,1p2c,"$9,912","$8,100","$20,304","$12,168","$6,372","$13,260","$9,468","$79,584"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,1p3c,"$12,060","$10,812","$21,672","$15,384","$8,100","$15,252","$12,516","$95,808"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,1p4c,"$12,060","$13,236","$22,656","$18,612","$8,964","$15,252","$15,696","$106,488"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,2p0c,"$7,536","$6,888","$16,788","$11,424","$5,100",$0,"$7,068","$54,804"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,2p1c,"$9,912","$8,568","$19,392","$14,652","$6,540","$6,768","$8,856","$74,688"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,2p2c,"$9,912","$10,848","$20,664","$17,880","$7,344","$13,260","$9,768","$89,664"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,2p3c,"$12,060","$13,248","$21,576","$21,096","$8,964","$15,252","$11,244","$103,452"," 67,835 ",93.0,90.0,44.0,60.0
NE,Johnson County,2p4c,"$12,060","$16,212","$22,308","$24,324","$10,008","$15,252","$14,100","$114,276"," 67,835 ",93.0,90.0,44.0,60.0
NE,Kearney County,1p0c,"$6,876","$4,260","$15,036","$6,024","$3,948",$0,"$6,660","$42,804"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,1p1c,"$10,104","$6,276","$19,416","$9,432","$5,796","$6,768","$8,268","$66,060"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,1p2c,"$10,104","$9,180","$21,384","$12,840","$6,828","$13,260","$10,836","$84,432"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,1p3c,"$12,300","$12,264","$22,716","$16,248","$8,700","$15,252","$14,352","$101,832"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,1p4c,"$12,300","$15,012","$23,664","$19,656","$9,672","$15,252","$17,868","$113,436"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,2p0c,"$7,680","$7,812","$18,564","$12,036","$5,484",$0,"$8,028","$59,604"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,2p1c,"$10,104","$9,720","$20,412","$15,444","$7,020","$6,768","$9,816","$79,272"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,2p2c,"$10,104","$12,300","$21,660","$18,852","$7,932","$13,260","$10,944","$95,052"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,2p3c,"$12,300","$15,024","$22,548","$22,272","$9,672","$15,252","$13,068","$110,124"," 80,353 ",93.0,44.0,68.0,24.0
NE,Kearney County,2p4c,"$12,300","$18,384","$23,244","$25,680","$10,860","$15,252","$16,284","$122,016"," 80,353 ",93.0,44.0,68.0,24.0
NE,Keith County,1p0c,"$6,744","$3,828","$13,944","$7,404","$3,744",$0,"$6,540","$42,216"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,1p1c,"$9,912","$5,652","$17,484","$11,652","$5,508","$6,768","$8,040","$65,004"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,1p2c,"$9,912","$8,268","$20,220","$15,888","$6,432","$13,260","$10,992","$84,972"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,1p3c,"$12,924","$11,040","$21,600","$20,124","$8,484","$15,252","$15,240","$104,664"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,1p4c,"$12,924","$13,512","$22,584","$24,372","$9,360","$15,252","$18,984","$116,988"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,2p0c,"$7,536","$7,032","$16,692","$14,808","$5,160",$0,"$7,944","$59,160"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,2p1c,"$9,912","$8,748","$19,308","$19,056","$6,612","$6,768","$10,068","$80,460"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,2p2c,"$9,912","$11,064","$20,592","$23,292","$7,428","$13,260","$11,352","$96,912"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,2p3c,"$12,924","$13,524","$21,504","$27,540","$9,360","$15,252","$14,232","$114,336"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keith County,2p4c,"$12,924","$16,548","$22,236","$31,776","$10,440","$15,252","$17,676","$126,852"," 68,112 ",93.0,33.0,30.0,57.0
NE,Keya Paha County,1p0c,"$6,744","$3,984","$16,668","$6,024","$3,804",$0,"$6,960","$44,184"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,1p1c,"$9,912","$5,880","$20,544","$9,432","$5,592","$6,768","$8,364","$66,480"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,1p2c,"$9,912","$8,604","$23,556","$12,840","$6,552","$13,260","$11,292","$86,016"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,1p3c,"$12,060","$11,496","$25,032","$16,248","$8,340","$15,252","$14,784","$103,212"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,1p4c,"$12,060","$14,064","$26,088","$19,656","$9,252","$15,252","$18,240","$114,624"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,2p0c,"$7,536","$7,320","$19,560","$12,036","$5,256",$0,"$8,064","$59,760"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,2p1c,"$9,912","$9,108","$22,440","$15,444","$6,732","$6,768","$10,068","$80,484"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,2p2c,"$9,912","$11,520","$23,820","$18,852","$7,584","$13,260","$11,184","$96,156"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,2p3c,"$12,060","$14,076","$24,804","$22,272","$9,252","$15,252","$13,320","$111,024"," 59,776 ",93.0,37.0,9.0,87.0
NE,Keya Paha County,2p4c,"$12,060","$17,232","$25,584","$25,680","$10,368","$15,252","$16,464","$122,640"," 59,776 ",93.0,37.0,9.0,87.0
NE,Kimball County,1p0c,"$6,744","$3,828","$14,616","$7,404","$3,744",$0,"$6,720","$43,068"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,1p1c,"$9,912","$5,652","$18,252","$11,652","$5,508","$6,768","$8,256","$65,988"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,1p2c,"$9,912","$8,268","$21,060","$15,888","$6,432","$13,260","$11,328","$86,148"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,1p3c,"$13,344","$11,040","$22,452","$20,124","$8,628","$15,252","$15,888","$106,740"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,1p4c,"$13,344","$13,512","$23,448","$24,372","$9,516","$15,252","$19,632","$119,076"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,2p0c,"$7,536","$7,032","$17,424","$14,808","$5,160",$0,"$8,124","$60,084"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,2p1c,"$9,912","$8,748","$20,112","$19,056","$6,612","$6,768","$10,296","$81,480"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,2p2c,"$9,912","$11,064","$21,420","$23,292","$7,428","$13,260","$11,592","$97,968"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,2p3c,"$13,344","$13,524","$22,344","$27,540","$9,516","$15,252","$14,772","$116,280"," 67,385 ",93.0,26.0,17.0,70.0
NE,Kimball County,2p4c,"$13,344","$16,548","$23,076","$31,776","$10,584","$15,252","$18,252","$128,832"," 67,385 ",93.0,26.0,17.0,70.0
NE,Knox County,1p0c,"$6,744","$3,984","$15,060","$6,024","$3,804",$0,"$6,516","$42,132"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,1p1c,"$9,912","$5,880","$18,636","$9,432","$5,592","$6,768","$7,836","$64,044"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,1p2c,"$9,912","$8,604","$21,444","$12,840","$6,552","$13,260","$10,440","$83,052"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,1p3c,"$13,188","$11,496","$22,836","$16,248","$8,736","$15,252","$14,472","$102,228"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,1p4c,"$13,188","$14,064","$23,820","$19,656","$9,648","$15,252","$17,904","$113,556"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,2p0c,"$7,536","$7,320","$17,784","$12,036","$5,256",$0,"$7,608","$57,540"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,2p1c,"$9,912","$9,108","$20,460","$15,444","$6,732","$6,768","$9,540","$77,964"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,2p2c,"$9,912","$11,520","$21,756","$18,852","$7,584","$13,260","$10,608","$93,504"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,2p3c,"$13,188","$14,076","$22,680","$22,272","$9,648","$15,252","$13,092","$110,208"," 67,427 ",93.0,58.0,42.0,56.0
NE,Knox County,2p4c,"$13,188","$17,232","$23,412","$25,680","$10,764","$15,252","$16,212","$121,740"," 67,427 ",93.0,58.0,42.0,56.0
NE,Lancaster County,1p0c,"$8,208","$4,332","$12,000","$5,640","$4,440",$0,"$6,252","$40,872"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,1p1c,"$11,760","$6,396","$15,264","$8,928","$6,432","$11,988","$9,096","$69,864"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,1p2c,"$11,760","$9,348","$16,668","$12,228","$7,476","$23,280","$13,860","$94,632"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,1p3c,"$16,464","$12,492","$17,616","$15,516","$10,248","$26,760","$19,620","$118,728"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,1p4c,"$16,464","$15,288","$18,288","$18,816","$11,244","$26,760","$22,776","$129,636"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,2p0c,"$9,276","$7,956","$14,736","$11,280","$6,096",$0,"$7,464","$56,796"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,2p1c,"$11,760","$9,900","$16,092","$14,568","$7,668","$11,988","$10,500","$82,476"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,2p2c,"$11,760","$12,516","$17,004","$17,868","$8,592","$23,280","$13,080","$104,112"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,2p3c,"$16,464","$15,300","$17,640","$21,156","$11,244","$26,760","$17,580","$126,132"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lancaster County,2p4c,"$16,464","$18,720","$18,912","$24,456","$12,456","$26,760","$21,336","$139,104"," 83,297 ",93.0,3.0,66.0,12.0
NE,Lincoln County,1p0c,"$7,776","$3,828","$12,804","$7,404","$4,116",$0,"$6,612","$42,540"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,1p1c,"$10,308","$5,652","$15,696","$11,652","$5,652","$6,768","$7,692","$63,408"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,1p2c,"$10,308","$8,268","$18,000","$15,888","$6,576","$13,260","$10,320","$82,620"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,1p3c,"$14,652","$11,040","$19,128","$20,124","$9,096","$15,252","$15,180","$104,484"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,1p4c,"$14,652","$13,512","$19,932","$24,372","$9,972","$15,252","$18,840","$116,544"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,2p0c,"$7,836","$7,032","$15,036","$14,808","$5,268",$0,"$7,620","$57,600"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,2p1c,"$10,308","$8,748","$17,256","$19,056","$6,744","$6,768","$9,660","$78,528"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,2p2c,"$10,308","$11,064","$18,300","$23,292","$7,572","$13,260","$10,860","$94,668"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,2p3c,"$14,652","$13,524","$19,056","$27,540","$9,972","$15,252","$14,184","$114,180"," 76,941 ",93.0,46.0,49.0,43.0
NE,Lincoln County,2p4c,"$14,652","$16,548","$19,656","$31,776","$11,052","$15,252","$17,580","$126,516"," 76,941 ",93.0,46.0,49.0,43.0
NE,Logan County,1p0c,"$6,744","$3,828","$16,212","$7,404","$3,744",$0,"$7,152","$45,096"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,1p1c,"$9,912","$5,652","$19,812","$11,652","$5,508","$6,768","$8,688","$67,980"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,1p2c,"$9,912","$8,268","$22,644","$15,888","$6,432","$13,260","$11,964","$88,368"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,1p3c,"$12,708","$11,040","$24,012","$20,124","$8,412","$15,252","$16,212","$107,760"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,1p4c,"$12,708","$13,512","$24,996","$24,372","$9,288","$15,252","$19,932","$120,072"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,2p0c,"$7,536","$7,032","$18,852","$14,808","$5,160",$0,"$8,484","$61,872"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,2p1c,"$9,912","$8,748","$21,564","$19,056","$6,612","$6,768","$10,692","$83,340"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,2p2c,"$9,912","$11,064","$22,848","$23,292","$7,428","$13,260","$12,000","$99,804"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,2p3c,"$12,708","$13,524","$23,748","$27,540","$9,288","$15,252","$14,988","$117,060"," 62,893 ",93.0,13.0,58.0,22.0
NE,Logan County,2p4c,"$12,708","$16,548","$24,480","$31,776","$10,356","$15,252","$18,468","$129,600"," 62,893 ",93.0,13.0,58.0,22.0
NE,Loup County,1p0c,"$6,840","$3,672","$15,204","$6,024","$3,720",$0,"$6,480","$41,952"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,1p1c,"$10,056","$5,424","$19,536","$9,432","$5,484","$6,768","$7,968","$64,644"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,1p2c,"$10,056","$7,932","$22,860","$12,840","$6,372","$13,260","$10,716","$84,024"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,1p3c,"$12,900","$10,584","$24,588","$16,248","$8,316","$15,252","$14,532","$102,432"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,1p4c,"$12,900","$12,960","$25,824","$19,656","$9,156","$15,252","$17,964","$113,724"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,2p0c,"$7,644","$6,744","$18,648","$12,036","$5,088",$0,"$7,668","$57,840"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,2p1c,"$10,056","$8,388","$21,804","$15,444","$6,528","$6,768","$9,696","$78,684"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,2p2c,"$10,056","$10,620","$23,412","$18,852","$7,320","$13,260","$10,788","$94,308"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,2p3c,"$12,900","$12,972","$24,552","$22,272","$9,156","$15,252","$13,080","$110,196"," 64,748 ",93.0,49.0,18.0,79.0
NE,Loup County,2p4c,"$12,900","$15,876","$25,476","$25,680","$10,188","$15,252","$16,140","$121,512"," 64,748 ",93.0,49.0,18.0,79.0
NE,McPherson County,1p0c,"$6,840","$3,828","$15,084","$7,404","$3,780",$0,"$6,888","$43,824"," 71,022 ",93.0,12.0,5.0,88.0
NE,McPherson County,1p1c,"$10,056","$5,652","$19,164","$11,652","$5,556","$6,768","$8,556","$67,404"," 71,022 ",93.0,12.0,5.0,88.0
NE,McPherson County,1p2c,"$10,056","$8,268","$22,308","$15,888","$6,492","$13,260","$11,904","$88,176"," 71,022 ",93.0,12.0,5.0,88.0
NE,McPherson County,1p3c,"$12,900","$11,040","$23,928","$20,124","$8,472","$15,252","$16,284","$108,012"," 71,022 ",93.0,12.0,5.0,88.0
NE,McPherson County,1p4c,"$12,900","$13,512","$25,092","$24,372","$9,348","$15,252","$20,100","$120,588"," 71,022 ",93.0,12.0,5.0,88.0
NE,McPherson County,2p0c,"$7,644","$7,032","$18,252","$14,808","$5,196",$0,"$8,376","$61,308"," 71,022 ",93.0,12.0,5.0,88.0
NE,McPherson County,2p1c,"$10,056","$8,748","$21,240","$19,056","$6,660","$6,768","$10,656","$83,172"," 71,022 ",93.0,12.0,5.0,88.0
